Column1,X,GDate,Value,Index,Province,Province_Name,Province_Code,GAS,Waves,COVID_Status,Year,Month,Day,Real_Value,Date,Days,Status
1,1,3/14/2019,297.3835,CO1_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO1,W1,0_NOCOVID,2019,3,14,0.02973835,3/14/2019,1,0
2,2,3/15/2019,243.505,CO1_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO1,W1,0_NOCOVID,2019,3,15,0.0243505,3/15/2019,2,0
3,3,3/16/2019,286.856,CO1_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO1,W1,0_NOCOVID,2019,3,16,0.0286856,3/16/2019,3,0
4,4,3/17/2019,NA,CO1_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO1,W1,0_NOCOVID,2019,3,17,,3/17/2019,4,0
5,5,3/18/2019,275.744,CO1_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO1,W1,0_NOCOVID,2019,3,18,0.0275744,3/18/2019,5,0
6,6,3/19/2019,327.1285,CO1_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO1,W1,0_NOCOVID,2019,3,19,0.03271285,3/19/2019,6,0
7,7,3/20/2019,299.042,CO1_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO1,W1,0_NOCOVID,2019,3,20,0.0299042,3/20/2019,7,0
8,8,3/21/2019,290.963,CO1_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO1,W1,0_NOCOVID,2019,3,21,0.0290963,3/21/2019,8,0
9,9,3/22/2019,315.205,CO1_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO1,W1,0_NOCOVID,2019,3,22,0.0315205,3/22/2019,9,0
10,10,3/23/2019,304.411,CO1_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO1,W1,0_NOCOVID,2019,3,23,0.0304411,3/23/2019,10,0
11,11,3/24/2019,259.5683333,CO1_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO1,W1,0_NOCOVID,2019,3,24,0.025956833,3/24/2019,11,0
12,12,3/25/2019,NA,CO1_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO1,W1,0_NOCOVID,2019,3,25,,3/25/2019,12,0
13,13,3/26/2019,236.409,CO1_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO1,W1,0_NOCOVID,2019,3,26,0.0236409,3/26/2019,13,0
14,14,3/27/2019,262.764,CO1_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO1,W1,0_NOCOVID,2019,3,27,0.0262764,3/27/2019,14,0
15,15,3/28/2019,290.036,CO1_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO1,W1,0_NOCOVID,2019,3,28,0.0290036,3/28/2019,15,0
16,16,3/29/2019,303.1805,CO1_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO1,W1,0_NOCOVID,2019,3,29,0.03031805,3/29/2019,16,0
17,17,3/30/2019,287.368,CO1_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO1,W1,0_NOCOVID,2019,3,30,0.0287368,3/30/2019,17,0
18,18,3/31/2019,NA,CO1_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO1,W1,0_NOCOVID,2019,3,31,,3/31/2019,18,0
19,19,4/1/2019,311.628,CO1_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO1,W1,0_NOCOVID,2019,4,1,0.0311628,4/1/2019,19,0
20,20,4/2/2019,303.223,CO1_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO1,W1,0_NOCOVID,2019,4,2,0.0303223,4/2/2019,20,0
21,21,4/3/2019,274.215,CO1_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO1,W1,0_NOCOVID,2019,4,3,0.0274215,4/3/2019,21,0
22,22,4/4/2019,290.683,CO1_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO1,W1,0_NOCOVID,2019,4,4,0.0290683,4/4/2019,22,0
23,23,4/5/2019,289.185,CO1_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO1,W1,0_NOCOVID,2019,4,5,0.0289185,4/5/2019,23,0
24,24,4/6/2019,290.388,CO1_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO1,W1,0_NOCOVID,2019,4,6,0.0290388,4/6/2019,24,0
25,25,4/7/2019,259.34,CO1_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO1,W1,0_NOCOVID,2019,4,7,0.025934,4/7/2019,25,0
26,26,4/8/2019,297.1755,CO1_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO1,W1,0_NOCOVID,2019,4,8,0.02971755,4/8/2019,26,0
27,27,4/9/2019,274.22,CO1_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO1,W1,0_NOCOVID,2019,4,9,0.027422,4/9/2019,27,0
28,28,4/10/2019,296.8295,CO1_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO1,W1,0_NOCOVID,2019,4,10,0.02968295,4/10/2019,28,0
29,29,4/11/2019,320.05,CO1_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO1,W1,0_NOCOVID,2019,4,11,0.032005,4/11/2019,29,0
30,30,4/12/2019,318.402,CO1_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO1,W1,0_NOCOVID,2019,4,12,0.0318402,4/12/2019,30,0
31,31,4/13/2019,316.738,CO1_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO1,W1,0_NOCOVID,2019,4,13,0.0316738,4/13/2019,31,0
32,32,4/14/2019,307.2545,CO1_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO1,W1,0_NOCOVID,2019,4,14,0.03072545,4/14/2019,32,0
33,33,4/15/2019,276.4195,CO1_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO1,W1,0_NOCOVID,2019,4,15,0.02764195,4/15/2019,33,0
34,34,4/16/2019,309.726,CO1_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO1,W1,0_NOCOVID,2019,4,16,0.0309726,4/16/2019,34,0
35,35,4/17/2019,289.793,CO1_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO1,W1,0_NOCOVID,2019,4,17,0.0289793,4/17/2019,35,0
36,36,4/18/2019,279.328,CO1_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO1,W1,0_NOCOVID,2019,4,18,0.0279328,4/18/2019,36,0
37,37,4/19/2019,318.08,CO1_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO1,W1,0_NOCOVID,2019,4,19,0.031808,4/19/2019,37,0
98,98,3/14/2019,4348862.152,CO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO2,W1,0_NOCOVID,2019,3,14,434.8862152,3/14/2019,1,0
99,99,3/15/2019,3937378.115,CO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO2,W1,0_NOCOVID,2019,3,15,393.7378115,3/15/2019,2,0
100,100,3/16/2019,3691837.603,CO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO2,W1,0_NOCOVID,2019,3,16,369.1837603,3/16/2019,3,0
101,101,3/17/2019,NA,CO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO2,W1,0_NOCOVID,2019,3,17,,3/17/2019,4,0
102,102,3/18/2019,4785235.037,CO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO2,W1,0_NOCOVID,2019,3,18,478.5235037,3/18/2019,5,0
103,103,3/19/2019,3301242.014,CO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO2,W1,0_NOCOVID,2019,3,19,330.1242014,3/19/2019,6,0
104,104,3/20/2019,4376334.984,CO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO2,W1,0_NOCOVID,2019,3,20,437.6334984,3/20/2019,7,0
105,105,3/21/2019,4194051.778,CO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO2,W1,0_NOCOVID,2019,3,21,419.4051778,3/21/2019,8,0
106,106,3/22/2019,2544208.859,CO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO2,W1,0_NOCOVID,2019,3,22,254.4208859,3/22/2019,9,0
107,107,3/23/2019,4399727.079,CO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO2,W1,0_NOCOVID,2019,3,23,439.9727079,3/23/2019,10,0
108,108,3/24/2019,4313752.866,CO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO2,W1,0_NOCOVID,2019,3,24,431.3752866,3/24/2019,11,0
109,109,3/25/2019,NA,CO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO2,W1,0_NOCOVID,2019,3,25,,3/25/2019,12,0
110,110,3/26/2019,8313665.639,CO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO2,W1,0_NOCOVID,2019,3,26,831.3665639,3/26/2019,13,0
111,111,3/27/2019,4362817.068,CO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO2,W1,0_NOCOVID,2019,3,27,436.2817068,3/27/2019,14,0
112,112,3/28/2019,5720075.002,CO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO2,W1,0_NOCOVID,2019,3,28,572.0075002,3/28/2019,15,0
113,113,3/29/2019,4844780.042,CO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO2,W1,0_NOCOVID,2019,3,29,484.4780042,3/29/2019,16,0
114,114,3/30/2019,7124160.548,CO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO2,W1,0_NOCOVID,2019,3,30,712.4160548,3/30/2019,17,0
115,115,3/31/2019,NA,CO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO2,W1,0_NOCOVID,2019,3,31,,3/31/2019,18,0
116,116,4/1/2019,16992257.85,CO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO2,W1,0_NOCOVID,2019,4,1,1699.225785,4/1/2019,19,0
117,117,4/2/2019,4829248.343,CO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO2,W1,0_NOCOVID,2019,4,2,482.9248343,4/2/2019,20,0
118,118,4/3/2019,3589373.762,CO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO2,W1,0_NOCOVID,2019,4,3,358.9373762,4/3/2019,21,0
119,119,4/4/2019,6503504.426,CO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO2,W1,0_NOCOVID,2019,4,4,650.3504426,4/4/2019,22,0
120,120,4/5/2019,6430790.262,CO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO2,W1,0_NOCOVID,2019,4,5,643.0790262,4/5/2019,23,0
121,121,4/6/2019,12066945.24,CO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO2,W1,0_NOCOVID,2019,4,6,1206.694524,4/6/2019,24,0
122,122,4/7/2019,10701909.75,CO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO2,W1,0_NOCOVID,2019,4,7,1070.190975,4/7/2019,25,0
123,123,4/8/2019,8254456.094,CO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO2,W1,0_NOCOVID,2019,4,8,825.4456094,4/8/2019,26,0
124,124,4/9/2019,3768011.107,CO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO2,W1,0_NOCOVID,2019,4,9,376.8011107,4/9/2019,27,0
125,125,4/10/2019,3618798.424,CO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO2,W1,0_NOCOVID,2019,4,10,361.8798424,4/10/2019,28,0
126,126,4/11/2019,7285798.632,CO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO2,W1,0_NOCOVID,2019,4,11,728.5798632,4/11/2019,29,0
127,127,4/12/2019,10926280.09,CO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO2,W1,0_NOCOVID,2019,4,12,1092.628009,4/12/2019,30,0
128,128,4/13/2019,6104696.266,CO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO2,W1,0_NOCOVID,2019,4,13,610.4696266,4/13/2019,31,0
129,129,4/14/2019,4683059.625,CO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO2,W1,0_NOCOVID,2019,4,14,468.3059625,4/14/2019,32,0
130,130,4/15/2019,2867654.725,CO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO2,W1,0_NOCOVID,2019,4,15,286.7654725,4/15/2019,33,0
131,131,4/16/2019,4907963.979,CO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO2,W1,0_NOCOVID,2019,4,16,490.7963979,4/16/2019,34,0
132,132,4/17/2019,7314154.129,CO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO2,W1,0_NOCOVID,2019,4,17,731.4154129,4/17/2019,35,0
133,133,4/18/2019,6292209.964,CO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO2,W1,0_NOCOVID,2019,4,18,629.2209964,4/18/2019,36,0
134,134,4/19/2019,7908425.883,CO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,CO2,W1,0_NOCOVID,2019,4,19,790.8425883,4/19/2019,37,0
195,195,3/14/2019,7.471,NO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,NO2,W1,0_NOCOVID,2019,3,14,0.0007471,3/14/2019,1,0
196,196,3/15/2019,3.552,NO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,NO2,W1,0_NOCOVID,2019,3,15,0.0003552,3/15/2019,2,0
197,197,3/16/2019,1.827,NO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,NO2,W1,0_NOCOVID,2019,3,16,0.0001827,3/16/2019,3,0
198,198,3/17/2019,2.583,NO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,NO2,W1,0_NOCOVID,2019,3,17,0.0002583,3/17/2019,4,0
199,199,3/18/2019,1.563,NO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,NO2,W1,0_NOCOVID,2019,3,18,0.0001563,3/18/2019,5,0
200,200,3/19/2019,2.3845,NO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,NO2,W1,0_NOCOVID,2019,3,19,0.00023845,3/19/2019,6,0
201,201,3/20/2019,1.485,NO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,NO2,W1,0_NOCOVID,2019,3,20,0.0001485,3/20/2019,7,0
202,202,3/21/2019,1.825,NO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,NO2,W1,0_NOCOVID,2019,3,21,0.0001825,3/21/2019,8,0
203,203,3/22/2019,2.076,NO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,NO2,W1,0_NOCOVID,2019,3,22,0.0002076,3/22/2019,9,0
204,204,3/23/2019,1.76,NO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,NO2,W1,0_NOCOVID,2019,3,23,0.000176,3/23/2019,10,0
205,205,3/24/2019,2.191666667,NO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,NO2,W1,0_NOCOVID,2019,3,24,0.000219167,3/24/2019,11,0
206,206,3/25/2019,1.3575,NO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,NO2,W1,0_NOCOVID,2019,3,25,0.00013575,3/25/2019,12,0
207,207,3/26/2019,4.146,NO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,NO2,W1,0_NOCOVID,2019,3,26,0.0004146,3/26/2019,13,0
208,208,3/27/2019,1.181,NO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,NO2,W1,0_NOCOVID,2019,3,27,0.0001181,3/27/2019,14,0
209,209,3/28/2019,1.507,NO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,NO2,W1,0_NOCOVID,2019,3,28,0.0001507,3/28/2019,15,0
210,210,3/29/2019,1.4735,NO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,NO2,W1,0_NOCOVID,2019,3,29,0.00014735,3/29/2019,16,0
211,211,3/30/2019,1.3015,NO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,NO2,W1,0_NOCOVID,2019,3,30,0.00013015,3/30/2019,17,0
212,212,3/31/2019,1.133,NO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,NO2,W1,0_NOCOVID,2019,3,31,0.0001133,3/31/2019,18,0
213,213,4/1/2019,1.363,NO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,NO2,W1,0_NOCOVID,2019,4,1,0.0001363,4/1/2019,19,0
214,214,4/2/2019,1.016,NO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,NO2,W1,0_NOCOVID,2019,4,2,0.0001016,4/2/2019,20,0
215,215,4/3/2019,1.26,NO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,NO2,W1,0_NOCOVID,2019,4,3,0.000126,4/3/2019,21,0
216,216,4/4/2019,1.362,NO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,NO2,W1,0_NOCOVID,2019,4,4,0.0001362,4/4/2019,22,0
217,217,4/5/2019,1.503,NO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,NO2,W1,0_NOCOVID,2019,4,5,0.0001503,4/5/2019,23,0
218,218,4/6/2019,1.261,NO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,NO2,W1,0_NOCOVID,2019,4,6,0.0001261,4/6/2019,24,0
219,219,4/7/2019,1.208,NO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,NO2,W1,0_NOCOVID,2019,4,7,0.0001208,4/7/2019,25,0
220,220,4/8/2019,1.6395,NO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,NO2,W1,0_NOCOVID,2019,4,8,0.00016395,4/8/2019,26,0
221,221,4/9/2019,1.4445,NO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,NO2,W1,0_NOCOVID,2019,4,9,0.00014445,4/9/2019,27,0
222,222,4/10/2019,1.359,NO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,NO2,W1,0_NOCOVID,2019,4,10,0.0001359,4/10/2019,28,0
223,223,4/11/2019,1.787,NO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,NO2,W1,0_NOCOVID,2019,4,11,0.0001787,4/11/2019,29,0
224,224,4/12/2019,1.6955,NO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,NO2,W1,0_NOCOVID,2019,4,12,0.00016955,4/12/2019,30,0
225,225,4/13/2019,1.959,NO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,NO2,W1,0_NOCOVID,2019,4,13,0.0001959,4/13/2019,31,0
226,226,4/14/2019,2.15,NO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,NO2,W1,0_NOCOVID,2019,4,14,0.000215,4/14/2019,32,0
227,227,4/15/2019,2.0855,NO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,NO2,W1,0_NOCOVID,2019,4,15,0.00020855,4/15/2019,33,0
228,228,4/16/2019,1.871,NO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,NO2,W1,0_NOCOVID,2019,4,16,0.0001871,4/16/2019,34,0
229,229,4/17/2019,1.184,NO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,NO2,W1,0_NOCOVID,2019,4,17,0.0001184,4/17/2019,35,0
230,230,4/18/2019,1.728,NO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,NO2,W1,0_NOCOVID,2019,4,18,0.0001728,4/18/2019,36,0
231,231,4/19/2019,1.096,NO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,NO2,W1,0_NOCOVID,2019,4,19,0.0001096,4/19/2019,37,0
292,292,3/14/2019,1259.5485,O3_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,O3,W1,0_NOCOVID,2019,3,14,0.12595485,3/14/2019,1,0
293,293,3/15/2019,1349.456,O3_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,O3,W1,0_NOCOVID,2019,3,15,0.1349456,3/15/2019,2,0
294,294,3/16/2019,1361.074,O3_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,O3,W1,0_NOCOVID,2019,3,16,0.1361074,3/16/2019,3,0
295,295,3/17/2019,1513.674,O3_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,O3,W1,0_NOCOVID,2019,3,17,0.1513674,3/17/2019,4,0
296,296,3/18/2019,1778.937,O3_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,O3,W1,0_NOCOVID,2019,3,18,0.1778937,3/18/2019,5,0
297,297,3/19/2019,1564.155,O3_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,O3,W1,0_NOCOVID,2019,3,19,0.1564155,3/19/2019,6,0
298,298,3/20/2019,1465.871,O3_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,O3,W1,0_NOCOVID,2019,3,20,0.1465871,3/20/2019,7,0
299,299,3/21/2019,1720.252,O3_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,O3,W1,0_NOCOVID,2019,3,21,0.1720252,3/21/2019,8,0
300,300,3/22/2019,1616.954,O3_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,O3,W1,0_NOCOVID,2019,3,22,0.1616954,3/22/2019,9,0
301,301,3/23/2019,1663.842,O3_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,O3,W1,0_NOCOVID,2019,3,23,0.1663842,3/23/2019,10,0
302,302,3/24/2019,1512.814,O3_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,O3,W1,0_NOCOVID,2019,3,24,0.1512814,3/24/2019,11,0
303,303,3/25/2019,1334.072,O3_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,O3,W1,0_NOCOVID,2019,3,25,0.1334072,3/25/2019,12,0
304,304,3/26/2019,1454.27,O3_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,O3,W1,0_NOCOVID,2019,3,26,0.145427,3/26/2019,13,0
305,305,3/27/2019,1589.403,O3_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,O3,W1,0_NOCOVID,2019,3,27,0.1589403,3/27/2019,14,0
306,306,3/28/2019,1713.886,O3_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,O3,W1,0_NOCOVID,2019,3,28,0.1713886,3/28/2019,15,0
307,307,3/29/2019,1726.635,O3_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,O3,W1,0_NOCOVID,2019,3,29,0.1726635,3/29/2019,16,0
308,308,3/30/2019,1619.2805,O3_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,O3,W1,0_NOCOVID,2019,3,30,0.16192805,3/30/2019,17,0
309,309,3/31/2019,1505.939,O3_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,O3,W1,0_NOCOVID,2019,3,31,0.1505939,3/31/2019,18,0
310,310,4/1/2019,1462.44,O3_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,O3,W1,0_NOCOVID,2019,4,1,0.146244,4/1/2019,19,0
311,311,4/2/2019,1530.313,O3_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,O3,W1,0_NOCOVID,2019,4,2,0.1530313,4/2/2019,20,0
312,312,4/3/2019,1472.504,O3_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,O3,W1,0_NOCOVID,2019,4,3,0.1472504,4/3/2019,21,0
313,313,4/4/2019,1357.5475,O3_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,O3,W1,0_NOCOVID,2019,4,4,0.13575475,4/4/2019,22,0
314,314,4/5/2019,1433.993,O3_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,O3,W1,0_NOCOVID,2019,4,5,0.1433993,4/5/2019,23,0
315,315,4/6/2019,1658.366,O3_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,O3,W1,0_NOCOVID,2019,4,6,0.1658366,4/6/2019,24,0
316,316,4/7/2019,1319.826,O3_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,O3,W1,0_NOCOVID,2019,4,7,0.1319826,4/7/2019,25,0
317,317,4/8/2019,1388.807,O3_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,O3,W1,0_NOCOVID,2019,4,8,0.1388807,4/8/2019,26,0
318,318,4/9/2019,1444.3935,O3_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,O3,W1,0_NOCOVID,2019,4,9,0.14443935,4/9/2019,27,0
319,319,4/10/2019,1400.912,O3_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,O3,W1,0_NOCOVID,2019,4,10,0.1400912,4/10/2019,28,0
320,320,4/11/2019,1382.791,O3_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,O3,W1,0_NOCOVID,2019,4,11,0.1382791,4/11/2019,29,0
321,321,4/12/2019,1470.392,O3_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,O3,W1,0_NOCOVID,2019,4,12,0.1470392,4/12/2019,30,0
322,322,4/13/2019,1486.183,O3_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,O3,W1,0_NOCOVID,2019,4,13,0.1486183,4/13/2019,31,0
323,323,4/14/2019,1533.631,O3_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,O3,W1,0_NOCOVID,2019,4,14,0.1533631,4/14/2019,32,0
324,324,4/15/2019,1381.285,O3_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,O3,W1,0_NOCOVID,2019,4,15,0.1381285,4/15/2019,33,0
325,325,4/16/2019,1317.982,O3_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,O3,W1,0_NOCOVID,2019,4,16,0.1317982,4/16/2019,34,0
326,326,4/17/2019,1322.64,O3_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,O3,W1,0_NOCOVID,2019,4,17,0.132264,4/17/2019,35,0
327,327,4/18/2019,1333.818,O3_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,O3,W1,0_NOCOVID,2019,4,18,0.1333818,4/18/2019,36,0
328,328,4/19/2019,1460.398,O3_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,O3,W1,0_NOCOVID,2019,4,19,0.1460398,4/19/2019,37,0
389,389,3/14/2019,5.105,SO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,SO2,W1,0_NOCOVID,2019,3,14,0.0005105,3/14/2019,1,0
390,390,3/15/2019,3.787,SO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,SO2,W1,0_NOCOVID,2019,3,15,0.0003787,3/15/2019,2,0
391,391,3/16/2019,-0.933,SO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,SO2,W1,0_NOCOVID,2019,3,16,-0.0000933,3/16/2019,3,0
392,392,3/17/2019,NA,SO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,SO2,W1,0_NOCOVID,2019,3,17,,3/17/2019,4,0
393,393,3/18/2019,4.298,SO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,SO2,W1,0_NOCOVID,2019,3,18,0.0004298,3/18/2019,5,0
394,394,3/19/2019,4.4015,SO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,SO2,W1,0_NOCOVID,2019,3,19,0.00044015,3/19/2019,6,0
395,395,3/20/2019,1.044,SO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,SO2,W1,0_NOCOVID,2019,3,20,0.0001044,3/20/2019,7,0
396,396,3/21/2019,0.985,SO2_W1_NOCOVID_2019,01_Tehran,Tehran,29_TE,SO2,W1,0_NOCOVID,2019,3,21,0.0000985,3/21/2019,8,0
